Nobel Prize for literature|2021|Abdulrazak Gurnah|Male|Tanzania|1948
Nobel Prize for physics|1936|Victor F. Hess|Male|Austria|1883
Nobel Prize for physics|1953|Frits Zernike|Male|Netherlands|1888
Nobel Prize for chemistry|1970|Luis Leloir|Male|Argentina|1906
Nobel Prize for literature|1955|Halldór Laxness|Male|Iceland|1902
Nobel Prize for peace|1968|René Cassin|Male|France|1887
Nobel Prize for peace|1974|Seán MacBride|Male|Ireland|1904
Nobel Prize for medicine|1943|Edward A. Doisy|Male|United States|1893
Fields Medal|1950|Laurent Schwartz|Male|France|1915
Nobel Prize for medicine|2019|William G. Kaelin Jr|Male|United States|1957
Nobel Prize for chemistry|1987|Jean-Marie Lehn|Male|France|1939
Nobel Prize for medicine|2013|Thomas C. Südhof|Male|Germany|1955
Nobel Prize for physics|2005|Roy J. Glauber|Male|United States|1925
Nobel Prize for medicine|1906|Santiago Ramón y Cajal|Male|Spain|1852
Nobel Prize for chemistry|1973|Geoffrey Wilkinson|Male|United Kingdom|1921
Nobel Prize for literature|1907|Rudyard Kipling|Male|United Kingdom|1865
Nobel Prize for medicine|1962|James Watson|Male|United States|1928
Nobel Prize for economics|2016|Oliver Hart|Male|United Kingdom|1948
Nobel Prize for medicine|1962|Francis Crick|Male|United Kingdom|1916
ACM Turing Award|1971|John McCarthy|Male|United States|1927
Nobel Prize for medicine|1962|Maurice Wilkins|Male|United Kingdom|1916
ACM Turing Award|1978|Robert W Floyd|Male|United States|1936
Nobel Prize for physics|2020|Roger Penrose|Male|United Kingdom|1931
Nobel Prize for physics|1990|Richard E. Taylor|Male|Canada|1929
ACM Turing Award|1968|Richard Wesley Hamming|Male|United States|1915
ACM Turing Award|2018|Yann LeCun|Male|France|1960
Nobel Prize for chemistry|1985|Jerome Karle|Male|United States|1918
Nobel Prize for physics|1911|Wilhelm Wien|Male|Germany|1864
Nobel Prize for chemistry|1979|Georg Wittig|Male|Germany|1897
Nobel Prize for peace|1992|Rigoberta Menchú Tum|Female|Guatemala|1959
Nobel Prize for peace|1949|Lord Boyd Orr|Male|United Kingdom|1880
ACM Turing Award|2007|Joseph Sifakis|Male|France|1946
Nobel Prize for economics|2012|Lloyd S. Shapley|Male|United States|1922
Nobel Prize for medicine|1982|Bengt I. Samuelsson|Male|Sweden|1934
Nobel Prize for chemistry|1981|Roald Hoffmann|Male|United States|1937
Nobel Prize for chemistry|1967|Ronald G.W. Norrish|Male|United Kingdom|1897
Fields Medal|1970|Serge P. Novikov|Male|Soviet Union|1938
Nobel Prize for literature|1975|Eugenio Montale|Male|Italy|1896
Nobel Prize for literature|1904|José Echegaray|Male|Spain|1832
Nobel Prize for literature|1989|Camilo José Cela|Male|Spain|1916
Nobel Prize for medicine|2003|Sir Peter Mansfield|Male|United Kingdom|1933
Nobel Prize for physics|2014|Shuji Nakamura|Male|Japan|1954
Nobel Prize for physics|2005|Theodor W. Hänsch|Male|Germany|1941
Nobel Prize for medicine|1975|David Baltimore|Male|United States|1938
Nobel Prize for chemistry|1908|Ernest Rutherford|Male|United Kingdom|1871
Nobel Prize for physics|1988|Jack Steinberger|Male|United States|1921
Nobel Prize for chemistry|1995|Mario J. Molina|Male|United States|1943
Nobel Prize for physics|1998|Horst L. Störmer|Male|Germany|1949
Nobel Prize for medicine|1949|Egas Moniz|Male|Portugal|1874
Nobel Prize for medicine|1978|Daniel Nathans|Male|United States|1928
Nobel Prize for medicine|2004|Richard Axel|Male|United States|1946
Nobel Prize for medicine|1965|Jacques Monod|Male|France|1910
Nobel Prize for literature|2004|Elfriede Jelinek|Female|Austria|1946
Nobel Prize for peace|1922|Fridtjof Nansen|Male|Norway|1861
Nobel Prize for peace|2014|Kailash Satyarthi|Male|India|1954
Nobel Prize for medicine|1970|Julius Axelrod|Male|United States|1912
Nobel Prize for chemistry|2010|Akira Suzuki|Male|Japan|1930
Nobel Prize for peace|1994|Yasser Arafat|Male|Palestinian Territory, Occupied|1929
Nobel Prize for literature|1953|Winston Churchill|Male|United Kingdom|1874
Nobel Prize for physics|2009|Willard S. Boyle|Male|Canada|1924
Fields Medal|1958|Klaus Friedrich Roth|Male|United Kingdom|1925
Fields Medal|1966|Stephen Smale|Male|United States|1930
Nobel Prize for physics|1963|Eugene Wigner|Male|United States|1902
Nobel Prize for peace|2010|Liu Xiaobo|Male|China|1955
Nobel Prize for medicine|1913|Charles Richet|Male|France|1850
ACM Turing Award|1970|James Hardy Wilkinson|Male|United Kingdom|1919
Nobel Prize for physics|1923|Robert A. Millikan|Male|United States|1868
Nobel Prize for literature|1938|Pearl Buck|Female|United States|1892
Nobel Prize for physics|1979|Steven Weinberg|Male|United States|1933
Fields Medal|2010|Ngô Bao Châu|Male|Vietnam|1972
Fields Medal|2018|Alessio Figalli|Male|Italy|1984
Nobel Prize for medicine|1966|Peyton Rous|Male|United States|1879
Nobel Prize for chemistry|1972|William H. Stein|Male|United States|1911
ACM Turing Award|1979|Kenneth E. Iverson|Male|Canada|1920
Nobel Prize for chemistry|1972|Stanford Moore|Male|United States|1913
Nobel Prize for chemistry|1912|Victor Grignard|Male|France|1871
Nobel Prize for physics|1930|Venkata Raman|Male|India|1888
Nobel Prize for physics|1908|Gabriel Lippmann|Male|France|1845
Nobel Prize for economics|2000|Daniel L. McFadden|Male|United States|1937
Nobel Prize for medicine|1992|Edmond H. Fischer|Male|Switzerland|1920
ACM Turing Award|2009|Charles P. Thacker|Male|United States|1943
Nobel Prize for literature|1934|Luigi Pirandello|Male|Italy|1867
Nobel Prize for economics|2020|Robert Butler Wilson, Jr.|Male|United States|1937
Nobel Prize for peace|1930|Nathan Söderblom|Male|Sweden|1866
ACM Turing Award|2021|Jack Dongarra|Male|United States|1950
Nobel Prize for peace|2011|Leymah Gbowee|Female|Liberia|1972
Nobel Prize for physics|1956|Walter H. Brattain|Male|United States|1902
Nobel Prize for peace|2003|Shirin Ebadi|Female|Iran|1947
Nobel Prize for chemistry|2012|Brian K. Kobilka|Male|United States|1955
Nobel Prize for medicine|1998|Ferid Murad|Male|United States|1936
Nobel Prize for economics|1993|Robert W. Fogel|Male|United States|1926
Nobel Prize for medicine|1980|George D. Snell|Male|United States|1903
Nobel Prize for chemistry|1996|Richard E. Smalley|Male|United States|1943
Nobel Prize for peace|1921|Christian Lange|Male|Norway|1869
Nobel Prize for medicine|1998|Robert F. Furchgott|Male|United States|1916
Nobel Prize for physics|2018|Donna Strickland|Female|Canada|1959
Nobel Prize for physics|1901|Wilhelm Conrad Röntgen|Male|Germany|1845
Nobel Prize for chemistry|1925|Richard Zsigmondy|Male|Germany|1865
Nobel Prize for peace|1902|Albert Gobat|Male|Switzerland|1843
Nobel Prize for medicine|2009|Elizabeth H. Blackburn|Female|Australia|1948
Fields Medal|1990|Edward Witten|Male|United States|1951
Nobel Prize for literature|1915|Romain Rolland|Male|France|1866
Nobel Prize for chemistry|2004|Avram Hershko|Male|Israel|1937
Nobel Prize for physics|1964|Aleksandr M. Prokhorov|Male|Soviet Union|1916
Nobel Prize for literature|1922|Jacinto Benavente|Male|Spain|1866
Nobel Prize for medicine|1973|Konrad Lorenz|Male|Austria|1903
Nobel Prize for physics|1985|Klaus von Klitzing|Male|Germany|1943
Nobel Prize for medicine|2008|Harald zur Hausen|Male|Germany|1936
Nobel Prize for physics|1983|Subramanyan Chandrasekhar|Male|United States|1910
ACM Turing Award|2019|Patrick M. Hanrahan|Male|United States|1954
Nobel Prize for literature|1974|Harry Martinson|Male|Sweden|1904
Nobel Prize for medicine|1938|Corneille Heymans|Male|Belgium|1892
Nobel Prize for literature|1992|Derek Walcott|Male|Saint Lucia|1930
Nobel Prize for chemistry|1929|Arthur Harden|Male|United Kingdom|1865
Fields Medal|1982|Shing-Tung Yau|Male|China|1949
Nobel Prize for economics|2011|Christopher A. Sims|Male|United States|1942
Nobel Prize for physics|2017|Barry C. Barish|Male|United States|1936
Nobel Prize for physics|1961|Rudolf Mössbauer|Male|Germany|1929
Nobel Prize for chemistry|1952|Richard L.M. Synge|Male|United Kingdom|1914
Nobel Prize for physics|1972|Robert Schrieffer|Male|United States|1931
Nobel Prize for peace|2006|Muhammad Yunus|Male|Bangladesh|1940
Nobel Prize for medicine|2003|Paul C. Lauterbur|Male|United States|1929
Nobel Prize for physics|2001|Wolfgang Ketterle|Male|Germany|1957
Fields Medal|1978|Gregori Aleksandrovitch Margulis|Male|Soviet Union|1946
Nobel Prize for physics|1984|Simon van der Meer|Male|Netherlands|1925
Nobel Prize for medicine|1981|Roger W. Sperry|Male|United States|1913
ACM Turing Award|2015|Bailey Whitfield "Whit" Diffie|Male|United States|1944
Nobel Prize for medicine|1979|Godfrey N. Hounsfield|Male|United Kingdom|1919
Nobel Prize for peace|1993|Nelson Mandela|Male|South Africa|1918
Nobel Prize for chemistry|1964|Dorothy Crowfoot Hodgkin|Female|United Kingdom|1910
Nobel Prize for medicine|1934|George R. Minot|Male|United States|1885
Nobel Prize for literature|1960|Saint-John Perse|Male|France|1887
Nobel Prize for medicine|1982|John R. Vane|Male|United Kingdom|1927
Nobel Prize for economics|1988|Maurice Allais|Male|France|1911
Nobel Prize for economics|1984|Richard Stone|Male|United Kingdom|1913
Nobel Prize for medicine|1908|Paul Ehrlich|Male|Germany|1854
Nobel Prize for peace|1933|Sir Norman Angell|Male|United Kingdom|1872
Nobel Prize for literature|2005|Harold Pinter|Male|United Kingdom|1930
Nobel Prize for medicine|1927|Julius Wagner-Jauregg|Male|Austria|1857
Nobel Prize for physics|1947|Edward V. Appleton|Male|United Kingdom|1892
Nobel Prize for medicine|1945|Ernst B. Chain|Male|United Kingdom|1906
Nobel Prize for peace|1901|Frédéric Passy|Male|France|1822
Nobel Prize for chemistry|2015|Paul Modrich|Male|United States|1946
Fields Medal|1982|Alain Connes|Male|France|1947
Nobel Prize for medicine|2014|Edvard Moser|Male|Norway|1962
ACM Turing Award|1988|Ivan Edward Sutherland|Male|United States|1938
Nobel Prize for physics|1968|Luis Alvarez|Male|United States|1911
Nobel Prize for medicine|1944|Joseph Erlanger|Male|United States|1874
Nobel Prize for literature|1929|Thomas Mann|Male|Germany|1875
Nobel Prize for literature|1912|Gerhart Hauptmann|Male|Germany|1862
Nobel Prize for chemistry|2020|Emmanuelle Charpentier|Female|France|1968
Nobel Prize for medicine|1956|Dickinson W. Richards|Male|United States|1895
Nobel Prize for economics|2000|James J. Heckman|Male|United States|1944
Nobel Prize for economics|1974|Friedrich August von Hayek|Male|United Kingdom|1899
Nobel Prize for peace|1957|Lester Bowles Pearson|Male|Canada|1897
Nobel Prize for medicine|1922|Archibald V. Hill|Male|United Kingdom|1886
Nobel Prize for literature|1999|Günter Grass|Male|Germany|1927
Nobel Prize for peace|1953|George C. Marshall|Male|United States|1880
Nobel Prize for physics|1973|Ivar Giaever|Male|United States|1929
Nobel Prize for chemistry|1955|Vincent du Vigneaud|Male|United States|1901
Nobel Prize for peace|2004|Wangari Maathai|Female|Kenya|1940
Nobel Prize for peace|1983|Lech Walesa|Male|Poland|1943
Nobel Prize for physics|1974|Martin Ryle|Male|United Kingdom|1918
Nobel Prize for chemistry|1967|Manfred Eigen|Male|Germany|1927
Nobel Prize for medicine|1944|Herbert S. Gasser|Male|United States|1888
Nobel Prize for chemistry|1953|Hermann Staudinger|Male|Germany|1881
Nobel Prize for medicine|1952|Selman A. Waksman|Male|United States|1888
Nobel Prize for literature|1969|Samuel Beckett|Male|Ireland|1906
Nobel Prize for physics|2016|David James Thouless|Male|United Kingdom|1934
Nobel Prize for medicine|1990|E. Donnall Thomas|Male|United States|1920
Nobel Prize for medicine|2004|Linda B. Buck|Female|United States|1947
Nobel Prize for economics|1975|Leonid Vitaliyevich Kantorovich|Male|Soviet Union|1912
Nobel Prize for literature|1923|William Butler Yeats|Male|Ireland|1865
Nobel Prize for physics|2011|Brian P. Schmidt|Male|United States|1967
Nobel Prize for chemistry|1988|Hartmut Michel|Male|Germany|1948
Nobel Prize for chemistry|1905|Adolf von Baeyer|Male|Germany|1835
Nobel Prize for medicine|1934|George H. Whipple|Male|United States|1878
Nobel Prize for medicine|2007|Mario R. Capecchi|Male|United States|1937
Nobel Prize for peace|1978|Menachem Begin|Male|Israel|1913
Nobel Prize for medicine|1977|Roger Guillemin|Male|United States|1924
Nobel Prize for medicine|1990|Joseph E. Murray|Male|United States|1919
Nobel Prize for chemistry|1988|Robert Huber|Male|Germany|1937
ACM Turing Award|1973|Charles W. Bachman|Male|United States|1924
Nobel Prize for chemistry|1951|Edwin M. McMillan|Male|United States|1907
Nobel Prize for economics|1972|Kenneth J. Arrow|Male|United States|1921
Nobel Prize for chemistry|1904|Sir William Ramsay|Male|United Kingdom|1852
Nobel Prize for physics|1933|Erwin Schrödinger|Male|Austria|1887
ACM Turing Award|2001|Kristen Nygaard|Male|Norway|1926
Nobel Prize for physics|1917|Charles Glover Barkla|Male|United Kingdom|1877
Nobel Prize for chemistry|1979|Herbert C. Brown|Male|United States|1912
ACM Turing Award|1981|Edgar F. "Ted" Codd|Male|United Kingdom|1923
Nobel Prize for physics|1957|Tsung-Dao Lee|Male|China|1926
Nobel Prize for physics|1961|Robert Hofstadter|Male|United States|1915
Nobel Prize for medicine|2021|Ardem Patapoutian|Male|Lebanon|1967
Nobel Prize for economics|2019|Abhijit Banerjee|Male|United States|1961
Nobel Prize for physics|2000|Jack S. Kilby|Male|United States|1923
Nobel Prize for chemistry|1985|Herbert A. Hauptman|Male|United States|1917
Nobel Prize for peace|1989|The 14th Dalai Lama |Male|China|1935
Nobel Prize for medicine|1934|William P. Murphy|Male|United States|1892
Nobel Prize for physics|2017|Rainer Weiss|Male|United States|1932
Nobel Prize for medicine|1984|Niels K. Jerne|Male|Denmark|1911
Nobel Prize for medicine|1958|Joshua Lederberg|Male|United States|1925
Nobel Prize for chemistry|1950|Kurt Alder|Male|Germany|1902
Nobel Prize for economics|1990|William F. Sharpe|Male|United States|1934
Nobel Prize for literature|1966|Nelly Sachs|Female|Sweden|1891
Nobel Prize for chemistry|2010|Richard F. Heck|Male|United States|1931
Nobel Prize for medicine|1904|Ivan Pavlov|Male|Russia|1849
Nobel Prize for economics|2010|Dale T. Mortensen|Male|United States|1939
Nobel Prize for chemistry|2018|Frances Hamilton Arnold|Female|United States|1956
Nobel Prize for peace|2009|Barack Obama|Male|United States|1961
Nobel Prize for literature|2008|Jean-Marie Gustave Le Clézio|Male|France|1940
Nobel Prize for physics|1989|Norman F. Ramsey|Male|United States|1915
Nobel Prize for physics|1975|Aage N. Bohr|Male|Denmark|1922
Nobel Prize for economics|2019|Esther Duflo|Female|France|1972
Nobel Prize for physics|1979|Sheldon Glashow|Male|United States|1932
Nobel Prize for medicine|1994|Martin Rodbell|Male|United States|1925
Nobel Prize for medicine|1928|Charles Nicolle|Male|France|1866
Nobel Prize for medicine|1932|Edgar Adrian|Male|United Kingdom|1889
Nobel Prize for chemistry|1995|F. Sherwood Rowland|Male|United States|1927
Nobel Prize for medicine|1912|Alexis Carrel|Male|France|1873
Nobel Prize for chemistry|2013|Arieh Warshel|Male|Israel|1940
Nobel Prize for peace|1962|Linus Pauling|Male|United States|1901
Nobel Prize for literature|1972|Heinrich Böll|Male|Germany|1917
Fields Medal|2006|Terence Tao|Male|Australia|1975
Nobel Prize for chemistry|2020|Jennifer Anne Doudna|Female|United States|1964
Nobel Prize for economics|1985|Franco Modigliani|Male|United States|1918
Nobel Prize for physics|1983|William A. Fowler|Male|United States|1911
Nobel Prize for peace|1951|Léon Jouhaux|Male|France|1879
Nobel Prize for chemistry|2013|Martin Karplus|Male|Austria|1930
Nobel Prize for physics|1966|Alfred Kastler|Male|France|1902
Nobel Prize for chemistry|1966|Robert S. Mulliken|Male|United States|1896
Nobel Prize for medicine|1988|Gertrude B. Elion|Female|United States|1918
Fields Medal|2010|Elon Lindenstrauss|Male|Israel|1970
Nobel Prize for peace|2014|Malala Yousafzai|Female|Pakistan|1997
Nobel Prize for physics|1999|Martinus J.G. Veltman|Male|Netherlands|1931
Nobel Prize for physics|1986|Ernst Ruska|Male|Germany|1906
Nobel Prize for chemistry|1997|Paul D. Boyer|Male|United States|1918
Nobel Prize for physics|1965|Sin-Itiro Tomonaga|Male|Japan|1906
Nobel Prize for chemistry|2001|William S. Knowles|Male|United States|1917
Nobel Prize for medicine|1906|Camillo Golgi|Male|Italy|1843
Nobel Prize for physics|2004|H. David Politzer|Male|United States|1949
Nobel Prize for literature|1997|Dario Fo|Male|Italy|1926
Nobel Prize for chemistry|1909|Wilhelm Ostwald|Male|Germany|1853
Nobel Prize for medicine|1923|John Macleod|Male|Canada|1876
Nobel Prize for physics|2002|Masatoshi Koshiba|Male|Japan|1926
Nobel Prize for medicine|2020|Michael Houghton|Male|United Kingdom|1949
Nobel Prize for chemistry|1901|Jacobus H. van 't Hoff|Male|Netherlands|1852
ACM Turing Award|2014|Michael Ralph Stonebraker|Male|United States|1943
Nobel Prize for peace|1990|Mikhail Gorbachev|Male|Soviet Union|1931
Nobel Prize for medicine|1998|Louis J. Ignarro|Male|United States|1941
Nobel Prize for literature|1986|Wole Soyinka|Male|Nigeria|1934
Nobel Prize for physics|1902|Hendrik A. Lorentz|Male|Netherlands|1853
Nobel Prize for economics|1974|Gunnar Myrdal|Male|Sweden|1898
ACM Turing Award|1983|Dennis MacAlistair Ritchie|Male|United States|1941
Nobel Prize for medicine|1947|Carl Cori|Male|United States|1896
Nobel Prize for literature|1963|Giorgos Seferis|Male|Greece|1900
Nobel Prize for literature|1990|Octavio Paz|Male|Mexico|1914
Nobel Prize for chemistry|2001|K. Barry Sharpless|Male|United States|1941
ACM Turing Award|1977|John Warner Backus|Male|United States|1924
ACM Turing Award|1975|Herbert Alexander Simon|Male|United States|1916
Nobel Prize for medicine|2020|Harvey James Alter|Male|United States|1935
Nobel Prize for chemistry|2005|Yves Chauvin|Male|France|1930
Nobel Prize for chemistry|1993|Michael Smith|Male|Canada|1932
Nobel Prize for chemistry|1944|Otto Hahn|Male|Germany|1879
Nobel Prize for literature|1980|Czeslaw Milosz|Male|Poland|1911
Nobel Prize for literature|1933|Ivan Bunin|Male|stateless|1870
Nobel Prize for peace|1994|Shimon Peres|Male|Israel|1923
ACM Turing Award|1986|Robert Endre Tarjan|Male|United States|1948
Nobel Prize for chemistry|1982|Aaron Klug|Male|United Kingdom|1926
